session_name,rep_number,frame_id,ts,ol_a,ol_dir,ol_dis,ol_gsis_id,ol_jersey_number,ol_s,ol_sa,ol_x,ol_y,ol_z,ol_zebra_id,dl_a,dl_dir,dl_dis,dl_gsis_id,dl_jersey_number,dl_s,dl_sa,dl_x,dl_y,dl_z,dl_zebra_id,pairwise_distance,distance_change,frame_delta
2024WestPractice1,1,49815,2024-01-27T17:14:14.200,0.7158756444480868,114.6397254023957,0.0005001916655262375,327296,71,0.31137623389566665,0.5937447976722183,0.4407450356666658,23.378616333,2.0,1770000086,1.0769554064331686,75.68330220730387,0.0011143608893544106,325899,91,0.4770027399066667,1.0768622214650356,-0.514780680333331,21.168608347566668,2.0,1770000135,2.4077301945227174,,
2024WestPractice1,1,49816,2024-01-27T17:14:14.300,0.8199106901543508,110.9002800138937,0.0007211131375517768,327296,71,0.39373509089,0.7743610566844954,0.46759033200000033,23.373588562,2.0,1770000086,1.4175412090485238,75.7818281734894,0.0015474993396139857,325899,91,0.6316312154133333,1.4173332486221315,-0.4754740396666648,21.177973429366666,2.0,1770000135,2.3895807623421157,-0.01814943218060172,1
2024WestPractice1,1,49817,2024-01-27T17:14:14.400,1.2355027224942026,114.96913992266153,0.000745052367002071,327296,71,0.55265990893,1.2345272936442973,0.4947102863333299,23.384496053066666,2.0,1770000086,1.6371861081297274,75.30139334923541,0.00336139367714287,325899,91,0.8172252972933333,1.6363936064755036,-0.4175313313333362,21.190806070966666,2.0,1770000135,2.3758073378472835,-0.01377342449483221,1
2024WestPractice1,1,49818,2024-01-27T17:14:14.500,1.4878519732487643,116.7329551894796,0.0025733743824455186,327296,71,0.7165637811033333,1.4795842585526389,0.5449829100000017,23.362482706700003,2.0,1770000086,1.663368928732346,74.85419094980371,0.007850700869103298,325899,91,0.9989108244566666,1.6621875819383025,-0.32904052733333344,21.214494069433332,2.0,1770000135,2.3190024050946367,-0.05680493275264675,1
2024WestPractice1,1,49819,2024-01-27T17:14:14.600,1.8517117354065387,118.53101010387185,0.003872295426678173,327296,71,0.92664861679,1.8319689825292613,0.6063537596666606,23.332491556799997,2.0,1770000086,2.0432244375994824,74.73388500230696,0.010068028871106388,325899,91,1.2139787673966667,2.0414929636366064,-0.2288411459999935,21.241914113366665,2.0,1770000135,2.2512362331491955,-0.06776617194544121,1
2024WestPractice1,1,49820,2024-01-27T17:14:14.700,1.9777840477209432,119.347307368715,0.008029553787218717,327296,71,1.16340223948,1.9573634782932354,0.6937255860000135,23.282595316566667,2.0,1770000086,2.4810662056568384,75.42163635185925,0.01112779808699523,325899,91,1.49959977468,2.4810184413068943,-0.12366739899999857,21.2767384847,2.0,1770000135,2.1660085230380344,-0.08522771011116115,1
2024WestPractice1,1,49821,2024-01-27T17:14:14.800,1.9460613888530855,118.95154068888826,0.012780618501526533,327296,71,1.3865987459833333,1.9316855641639716,0.80400594066667,23.219914754233333,2.0,1770000086,2.5638723604356652,75.85980297652262,0.022220080361738333,325899,91,1.7940541903166667,2.563256552160909,0.025207519666665235,21.316504160566666,2.0,1770000135,2.056574547307876,-0.10943397573015856,1
2024WestPractice1,1,49822,2024-01-27T17:14:14.900,1.646904353863393,118.59924817726736,0.01711034564943392,327296,71,1.5698919296266667,1.640108241447392,0.9319966633333365,23.149627685533332,2.0,1770000086,2.5804515380532043,76.13633231537858,0.03374702394475254,325899,91,2.11258840561,2.5792349387007434,0.20873006199998656,21.362520853666666,2.0,1770000135,1.927917375073114,-0.1286571722347618,1
2024WestPractice1,1,49823,2024-01-27T17:14:15.000,1.3951297944877514,117.80139581220952,0.022415656840106376,327296,71,1.7445502281199998,1.3947742122962798,1.0788472493333217,23.07142130533333,2.0,1770000086,3.0408881242928176,76.8090045466488,0.04918542063989551,325899,91,2.4907402992233334,3.0355760515847634,0.43030802399999857,21.416847229,2.0,1770000135,1.77713772704038,-0.15077964803273392,1
2024WestPractice1,1,49824,2024-01-27T17:14:15.100,1.290148723840602,116.12791092518492,0.02846157216364391,327296,71,1.9082900683100001,1.2758123551638185,1.2450256346666606,22.988421122233333,2.0,1770000086,3.236896938282451,77.25392370594851,0.057343631350666474,325899,91,2.8066943486533336,3.2285340634488198,0.6695963540000065,21.472668965666667,2.0,1770000135,1.6213030121433323,-0.1558347148970478,1
2024WestPractice1,1,49825,2024-01-27T17:14:15.200,1.8479022296475243,111.95845293930908,0.032211191677347116,327296,71,2.07438023885,1.5301209800716895,1.4218444823333272,22.90038553873333,2.0,1770000086,2.958169775481058,77.57191428591045,0.08220060566167732,325899,91,3.144318262736667,2.953239154930824,0.956176757666654,21.531374613433332,2.0,1770000135,1.446041957685529,-0.17526105445780327,1
2024WestPractice1,1,49826,2024-01-27T17:14:15.300,2.1826407800373024,107.76029365735639,0.03551452104663816,327296,71,2.2202099164333333,1.505436525059496,1.6082356769999961,22.814544677733334,2.0,1770000086,2.595665834114045,77.22374019316256,0.09886151906375386,325899,91,3.4352048238,2.595384906107223,1.270507812666665,21.5894393921,2.0,1770000135,1.2708041041930436,-0.17523785349248544,1
2024WestPractice1,1,49827,2024-01-27T17:14:15.400,2.5135247320526184,101.8634071916277,0.045358532244163446,327296,71,2.40114959081,1.5432756924102824,1.8205057779999976,22.742380778,2.0,1770000086,2.136459373816538,77.00716790553894,0.12344884506878677,325899,91,3.7017316818333335,2.1338577638859735,1.6216125486666755,21.670420328766667,2.0,1770000135,1.0902558054856524,-0.1805482987073912,1
2024WestPractice1,1,49828,2024-01-27T17:14:15.500,2.6486319461136065,95.79865253515734,0.0596390027331299,327296,71,2.5654503504433332,1.4715118745331948,2.0646260580000018,22.694442749033332,2.0,1770000086,2.6651862304798337,75.39685457823016,0.14596016602914344,325899,91,3.964872360233333,2.4602190970289755,2.0035807293333363,21.735237121566666,2.0,1770000135,0.9611461740628955,-0.1291096314227569,1
2024WestPractice1,1,49829,2024-01-27T17:14:15.600,3.0198609775782295,88.99265958216543,0.06842127804621208,327296,71,2.7101971308399997,1.484128606858367,2.326171875,22.656552632633336,2.0,1770000086,2.7722461803862894,73.2833633368888,0.14849115025540688,325899,91,4.1801624298,2.2263573661634206,2.388651530000004,21.824259440099997,2.0,1770000135,0.8346350493636464,-0.12651112469924908,1
2024WestPractice1,1,49830,2024-01-27T17:14:15.700,3.32684584262818,82.49785864757035,0.07726414100896332,327296,71,2.8508936564133336,1.5282168884834533,2.6041361489999986,22.651769002266665,2.0,1770000086,2.753048264191555,70.01093400705876,0.17128286598063294,325899,91,4.379959742233333,1.7032623234335702,2.801747639999988,21.945622762033334,2.0,1770000135,0.733275401176739,-0.10135964818690746,1
2024WestPractice1,1,49831,2024-01-27T17:14:15.800,3.3986251323730903,76.6458841919355,0.08216704699841954,327296,71,2.9980042775466664,1.5553342893153197,2.8907470703333473,22.694984436033334,2.0,1770000086,3.276138402260904,65.02798786942007,0.17701677409787317,325899,91,4.5402549108,1.3603553339561691,3.2208862303333348,22.0930557251,2.0,1770000135,0.686520238602884,-0.046755162573854925,1
2024WestPractice1,1,49832,2024-01-27T17:14:15.900,3.206883753529309,70.82238438368165,0.08762024254869409,327296,71,3.16054058075,1.4704372344516643,3.1861979166666714,22.782084147133332,2.0,1770000086,3.9760643957573722,58.632493190798165,0.18428394656912614,325899,91,4.6192963918,0.9531974994823127,3.6461588540000065,22.2811381022,2.0,1770000135,0.6800816155483903,-0.0064386230544937195,1
2024WestPractice1,1,49833,2024-01-27T17:14:16.000,3.3667011403032854,64.43874930672212,0.08898888459968789,327296,71,3.353009223933333,1.581266526440318,3.4835815429999997,22.881558736166667,2.0,1770000086,4.268979097302803,52.729076008146706,0.16860253059030836,325899,91,4.679042816166667,0.6695919081340119,4.042978922666677,22.5266164144,2.0,1770000135,0.6625024378514072,-0.01757917769698314,1
2024WestPractice1,1,49834,2024-01-27T17:14:16.100,3.2363595284716076,59.26396697185512,0.09647381453643043,327296,71,3.4915628433333334,1.4012859895725165,3.7896830239999986,23.03313446043333,2.0,1770000086,4.710429350420931,46.56087271528537,0.16384857509527057,325899,91,4.706327756233333,0.4584391338316895,4.412841796999999,22.826917012533332,2.0,1770000135,0.6563935497742602,-0.0061088880771469345,1
2024WestPractice1,1,49835,2024-01-27T17:14:16.200,3.0428598393420074,54.34426610551188,0.09699259492199336,327296,71,3.6113322576000004,1.1521838029946512,4.090393066333334,23.220431009933336,2.0,1770000086,4.870260062693762,40.001489542330795,0.16351253668669857,325899,91,4.708923657733333,0.23835342249169708,4.760386148999999,23.158899943033333,2.0,1770000135,0.6728126061653664,0.01641905639110619,1
2024WestPractice1,1,49836,2024-01-27T17:14:16.300,2.8726094642398827,49.460090187654146,0.09778747754273708,327296,71,3.7234506606999997,0.9268336222678571,4.380615234333334,23.44331614176667,2.0,1770000086,4.8546353750151745,32.867041229836886,0.1716705420090848,325899,91,4.717877388,0.14486382720153254,5.040384928333324,23.549697875966668,2.0,1770000135,0.6682911958811373,-0.004521410284229144,1
2024WestPractice1,1,49837,2024-01-27T17:14:16.400,2.713858693104174,44.390482058627775,0.09985164598943462,327296,71,3.8456309636333335,0.7607718166352971,4.657643636000003,23.696060180666667,2.0,1770000086,6.685346211404753,26.48516979254367,0.17353871008254376,325899,91,4.6947857539,0.13723184078230194,5.316548665333343,23.94451649983333,2.0,1770000135,0.7041920052191851,0.035900809338047845,1
2024WestPractice1,1,49838,2024-01-27T17:14:16.500,2.405353771107102,40.53412724832133,0.10654203762270897,327296,71,3.916627248133333,0.4640951363937326,4.921071370333337,23.980389912933333,2.0,1770000086,6.231281371706619,18.19557866948122,0.19428282910125452,325899,91,4.696443875633333,0.21061137122159881,5.517781575666675,24.3804244995,2.0,1770000135,0.718394557049618,0.014202551830432841,1
2024WestPractice1,1,49839,2024-01-27T17:14:16.600,2.149141031172276,36.98143418871551,0.11074780551309187,327296,71,3.9494282404666667,0.15378758534942885,5.167836507000004,24.2845357259,2.0,1770000086,5.714492385080243,10.478718743192696,0.21251736697988036,325899,91,4.6963933309,0.16596348743498593,5.64797973633334,24.840685526533335,2.0,1770000135,0.7347381311863046,0.016343574136686634,1
2024WestPractice1,1,49840,2024-01-27T17:14:16.700,1.8806387356748098,34.01725195621042,0.11734175882779864,327296,71,3.9374071757,-0.23421155100981328,5.39832560233333,24.607996622733335,2.0,1770000086,5.6467568599194715,2.5058985107538563,0.22602938896082683,325899,91,4.6879084905,0.07962953676033056,5.702199300000004,25.316090901699997,2.0,1770000135,0.7705431409330268,0.03580500974672218,1
2024WestPractice1,1,49841,2024-01-27T17:14:16.800,1.7098057689952166,31.22165326381138,0.1215948715274723,327296,71,3.9146385193,-0.49449148983614777,5.603464762333331,24.94575500486667,2.0,1770000086,6.01192054837395,355.7299165151652,0.23016539677393336,325899,91,4.663608233133333,-0.14453992579057295,5.730387369666673,25.795845031733332,2.0,1770000135,0.8595128864830696,0.08896974555004278,1
2024WestPractice1,1,49842,2024-01-27T17:14:16.900,1.8754394691866603,28.985060210681645,0.125073694201827,327296,71,3.8296864827333335,-0.8927212264948818,5.8086649576666645,25.288935343433334,2.0,1770000086,5.323439658718656,348.6302542306146,0.21962857649395903,325899,91,4.6338256200000005,-0.23499448155332703,5.669769287000008,26.264457702633333,2.0,1770000135,0.9853607870364401,0.12584790055337058,1
2024WestPractice1,2,50029,2024-01-27T17:14:35.600,1.196203925643036,121.10308363783648,0.0001078600476930004,327296,71,0.30326710144666663,1.1926952419074683,0.32481892900000275,23.432098388666663,2.0,1770000086,0.7374358421083643,15.295998725231836,0.0041747461044401085,325899,91,0.6361723343533333,-0.2978580718910754,-0.5512186686666638,21.3241488139,2.0,1770000135,2.2827381107530806,,
2024WestPractice1,2,50030,2024-01-27T17:14:35.700,1.2157947796969166,117.01733466309099,0.0009458305107894412,327296,71,0.4359037876133333,1.2093816435143812,0.3541666666666714,23.4123280843,2.0,1770000086,0.9585994406472396,24.8799693887693,0.0035852073131450693,325899,91,0.6153613328933333,-0.2827125550770666,-0.5331522623333314,21.3839009603,2.0,1770000135,2.2140125291290977,-0.0687255816239829,1
